;timestamp;likes;retweets
72;15/02/2020 23:59;0;0
73;15/02/2020 23:59;0;0
74;15/02/2020 23:59;0;1
75;15/02/2020 23:59;0;0
76;15/02/2020 23:59;1;0
77;15/02/2020 23:59;0;0
78;15/02/2020 23:59;1;1
79;15/02/2020 23:59;0;0
80;15/02/2020 23:59;0;0
81;15/02/2020 23:59;0;0
82;15/02/2020 23:59;0;0
83;15/02/2020 23:59;6;1
84;15/02/2020 23:59;4;1
85;15/02/2020 23:59;0;0
86;15/02/2020 23:59;1;0
87;15/02/2020 23:59;0;0
88;15/02/2020 23:59;0;0
89;15/02/2020 23:59;0;0
90;15/02/2020 23:59;0;0
91;15/02/2020 23:59;0;0
92;15/02/2020 23:59;0;0
93;15/02/2020 23:59;0;0
94;15/02/2020 23:59;14;0
95;15/02/2020 23:59;0;0
96;15/02/2020 23:59;5;1
97;15/02/2020 23:59;1;0
98;15/02/2020 23:59;1;0
99;15/02/2020 23:58;67;2
100;15/02/2020 23:58;0;0
101;15/02/2020 23:58;0;0
102;15/02/2020 23:58;0;0
103;15/02/2020 23:58;0;0
104;15/02/2020 23:58;5;1
105;15/02/2020 23:58;14;1
106;15/02/2020 23:58;0;0
107;15/02/2020 23:58;157;46
108;11/01/2020 23:59;0;0
109;11/01/2020 23:59;0;0
110;11/01/2020 23:59;0;0
111;11/01/2020 23:59;0;0
112;11/01/2020 23:59;0;0
113;11/01/2020 23:59;1;0
114;11/01/2020 23:59;0;0
115;11/01/2020 23:59;23;2
116;11/01/2020 23:59;0;0
117;11/01/2020 23:59;1;0
118;11/01/2020 23:59;0;0
119;11/01/2020 23:59;1;0
120;11/01/2020 23:59;1;0
121;11/01/2020 23:59;0;0
122;11/01/2020 23:59;3;1
123;11/01/2020 23:59;3;0
124;11/01/2020 23:59;2;0
125;11/01/2020 23:58;1;0
126;11/01/2020 23:58;0;0
127;11/01/2020 23:59;0;0
128;11/01/2020 23:59;0;0
129;11/01/2020 23:59;0;0
130;11/01/2020 23:59;0;0
131;11/01/2020 23:59;0;0
132;11/01/2020 23:59;1;0
133;11/01/2020 23:59;0;0
134;11/01/2020 23:59;23;2
135;11/01/2020 23:59;0;0
136;11/01/2020 23:59;1;0
137;11/01/2020 23:59;0;0
138;11/01/2020 23:59;1;0
139;11/01/2020 23:59;1;0
140;11/01/2020 23:59;0;0
141;11/01/2020 23:59;3;1
142;11/01/2020 23:59;3;0
143;11/01/2020 23:59;2;0
144;11/01/2020 23:58;1;0
145;11/01/2020 23:58;0;0
146;11/01/2020 23:58;0;0
147;11/01/2020 23:58;2;0
148;11/01/2020 23:58;0;0
149;11/01/2020 23:58;0;0
150;11/01/2020 23:58;5;2
151;11/01/2020 23:58;2;0
152;11/01/2020 23:58;2;2
153;11/01/2020 23:58;3;0
154;11/01/2020 23:58;9;0
155;11/01/2020 23:58;0;0
156;11/01/2020 23:58;0;0
157;11/01/2020 23:58;0;0
158;11/01/2020 23:58;1;0
159;11/01/2020 23:58;1;0
160;11/01/2020 23:58;3;0
161;11/01/2020 23:58;1;1
162;11/01/2020 23:58;0;0
163;24/01/2020 23:59;1;0
164;24/01/2020 23:59;1;0
165;24/01/2020 23:59;0;0
166;24/01/2020 23:59;0;0
167;24/01/2020 23:59;11;0
168;24/01/2020 23:59;0;0
169;24/01/2020 23:59;1;0
170;24/01/2020 23:59;0;0
171;24/01/2020 23:59;0;0
172;24/01/2020 23:59;463;16
173;24/01/2020 23:59;0;0
174;24/01/2020 23:59;0;0
175;24/01/2020 23:59;1;0
176;24/01/2020 23:59;0;0
177;24/01/2020 23:59;0;0
178;24/01/2020 23:59;0;0
179;24/01/2020 23:59;0;0
180;24/01/2020 23:59;1;0
181;24/01/2020 23:59;1;0
182;24/01/2020 23:59;0;0
183;24/01/2020 23:59;0;0
184;24/01/2020 23:59;11;0
185;24/01/2020 23:59;0;0
186;24/01/2020 23:59;1;0
187;24/01/2020 23:59;0;0
188;24/01/2020 23:59;0;0
189;24/01/2020 23:59;463;16
190;24/01/2020 23:59;0;0
191;24/01/2020 23:59;0;0
192;24/01/2020 23:59;1;0
193;24/01/2020 23:59;0;0
194;24/01/2020 23:59;0;0
195;24/01/2020 23:59;0;0
196;24/01/2020 23:59;0;0
197;24/01/2020 23:59;0;0
198;24/01/2020 23:59;1;0
199;24/01/2020 23:59;2;0
200;24/01/2020 23:59;0;0
201;24/01/2020 23:59;0;0
202;24/01/2020 23:58;1;0
203;24/01/2020 23:58;62;21
204;24/01/2020 23:58;0;0
205;24/01/2020 23:58;0;0
206;24/01/2020 23:58;0;0
207;24/01/2020 23:58;0;0
208;24/01/2020 23:58;0;0
209;24/01/2020 23:58;0;0
210;24/01/2020 23:58;1;0
211;24/01/2020 23:58;0;0
212;24/01/2020 23:58;0;0
213;24/01/2020 23:58;85;0
214;24/01/2020 23:58;1;0
215;08/01/2020 23:59;0;0
216;08/01/2020 23:59;0;1
217;08/01/2020 23:59;0;0
218;08/01/2020 23:59;0;0
219;08/01/2020 23:59;0;0
220;08/01/2020 23:59;0;0
221;08/01/2020 23:59;1;0
222;08/01/2020 23:59;0;0
223;08/01/2020 23:59;1;0
224;08/01/2020 23:59;0;0
225;08/01/2020 23:59;2;1
226;08/01/2020 23:59;5;0
227;08/01/2020 23:59;0;0
228;08/01/2020 23:59;106;18
229;08/01/2020 23:59;1;0
230;08/01/2020 23:59;0;0
231;08/01/2020 23:59;10;1
232;08/01/2020 23:59;2;0
233;08/01/2020 23:59;1;0
234;08/01/2020 23:59;0;0
235;08/01/2020 23:59;0;1
236;08/01/2020 23:59;0;0
237;08/01/2020 23:59;0;0
238;08/01/2020 23:59;0;0
239;08/01/2020 23:59;0;0
240;08/01/2020 23:59;1;0
241;08/01/2020 23:59;0;0
242;08/01/2020 23:59;1;0
243;08/01/2020 23:59;0;0
244;08/01/2020 23:59;2;1
245;08/01/2020 23:59;5;0
246;08/01/2020 23:59;0;0
247;08/01/2020 23:59;106;18
248;08/01/2020 23:59;1;0
249;08/01/2020 23:59;0;0
250;08/01/2020 23:59;10;1
251;08/01/2020 23:59;2;0
252;08/01/2020 23:59;1;0
253;08/01/2020 23:59;0;0
254;08/01/2020 23:59;3;0
255;08/01/2020 23:58;2;0
256;08/01/2020 23:58;0;0
257;08/01/2020 23:58;1;0
258;08/01/2020 23:58;1;1
259;08/01/2020 23:58;3;0
260;08/01/2020 23:58;0;0
261;08/01/2020 23:58;0;0
262;08/01/2020 23:58;10;0
263;08/01/2020 23:58;2;0
264;08/01/2020 23:58;0;0
265;08/01/2020 23:58;0;0
266;08/01/2020 23:58;0;0
267;08/01/2020 23:58;0;0
268;08/01/2020 23:58;1;0
269;08/01/2020 23:58;1;0
270;08/01/2020 23:57;0;0
271;22/01/2020 23:59;40;2
272;22/01/2020 23:59;0;0
273;22/01/2020 23:59;1;0
274;22/01/2020 23:59;14;0
275;22/01/2020 23:59;5;0
276;22/01/2020 23:59;0;0
277;22/01/2020 23:59;0;0
278;22/01/2020 23:59;2;0
279;22/01/2020 23:59;0;0
280;22/01/2020 23:59;2;0
281;22/01/2020 23:59;16;0
282;22/01/2020 23:59;0;0
283;22/01/2020 23:59;0;0
284;22/01/2020 23:59;0;1
285;22/01/2020 23:59;0;0
286;22/01/2020 23:59;0;0
287;22/01/2020 23:59;1;0
288;22/01/2020 23:59;4;0
289;22/01/2020 23:59;40;2
290;22/01/2020 23:59;0;0
291;22/01/2020 23:59;1;0
292;22/01/2020 23:59;14;0
293;22/01/2020 23:59;5;0
294;22/01/2020 23:59;0;0
295;22/01/2020 23:59;0;0
296;22/01/2020 23:59;2;0
297;22/01/2020 23:59;0;0
298;22/01/2020 23:59;2;0
299;22/01/2020 23:59;16;0
300;22/01/2020 23:59;0;0
301;22/01/2020 23:59;0;0
302;22/01/2020 23:59;0;1
303;22/01/2020 23:59;0;0
304;22/01/2020 23:59;0;0
305;22/01/2020 23:59;1;0
306;22/01/2020 23:59;4;0
307;22/01/2020 23:58;1;1
308;22/01/2020 23:58;0;0
309;22/01/2020 23:58;1;0
310;22/01/2020 23:58;0;0
311;22/01/2020 23:58;1;0
312;22/01/2020 23:58;2;0
313;22/01/2020 23:58;0;0
314;22/01/2020 23:58;0;0
315;22/01/2020 23:58;0;0
316;22/01/2020 23:58;1;0
317;22/01/2020 23:58;3;0
318;22/01/2020 23:58;0;0
319;22/01/2020 23:58;2;0
320;22/01/2020 23:58;0;0
321;22/01/2020 23:58;2;0
322;22/01/2020 23:58;1;0
323;22/01/2020 23:58;8;0
324;22/01/2020 23:58;0;0
325;22/01/2020 23:58;0;0
326;04/02/2020 23:59;5;0
327;04/02/2020 23:59;1;0
328;04/02/2020 23:59;0;0
329;04/02/2020 23:59;0;0
330;04/02/2020 23:59;5;0
331;04/02/2020 23:59;0;0
332;04/02/2020 23:59;9;0
333;04/02/2020 23:59;0;0
334;04/02/2020 23:59;0;0
335;04/02/2020 23:59;3;0
336;04/02/2020 23:59;0;0
337;04/02/2020 23:59;0;0
338;04/02/2020 23:59;0;0
339;04/02/2020 23:59;3;0
340;04/02/2020 23:59;5;0
341;04/02/2020 23:59;0;0
342;04/02/2020 23:59;0;0
343;04/02/2020 23:59;0;0
344;04/02/2020 23:59;5;0
345;04/02/2020 23:59;1;0
346;04/02/2020 23:59;0;0
347;04/02/2020 23:59;0;0
348;04/02/2020 23:59;5;0
349;04/02/2020 23:59;0;0
350;04/02/2020 23:59;9;0
351;04/02/2020 23:59;0;0
352;04/02/2020 23:59;0;0
353;04/02/2020 23:59;3;0
354;04/02/2020 23:59;0;0
355;04/02/2020 23:59;0;0
356;04/02/2020 23:59;0;0
357;04/02/2020 23:59;3;0
358;04/02/2020 23:59;5;0
359;04/02/2020 23:59;0;0
360;04/02/2020 23:59;0;0
361;04/02/2020 23:59;0;0
362;04/02/2020 23:59;65;2
363;04/02/2020 23:59;1;0
364;04/02/2020 23:59;0;0
365;04/02/2020 23:59;4;0
366;04/02/2020 23:59;0;0
367;04/02/2020 23:59;1;0
368;04/02/2020 23:59;0;0
369;04/02/2020 23:58;0;0
370;04/02/2020 23:58;4;0
371;04/02/2020 23:58;0;0
372;04/02/2020 23:58;0;0
373;04/02/2020 23:58;0;0
374;04/02/2020 23:58;0;0
375;04/02/2020 23:58;6;0
376;04/02/2020 23:58;86;5
377;04/02/2020 23:58;4;0
378;04/02/2020 23:58;1;0
379;05/01/2020 23:59;0;0
380;05/01/2020 23:59;0;0
381;05/01/2020 23:59;4;1
382;05/01/2020 23:59;0;0
383;05/01/2020 23:59;2;0
384;05/01/2020 23:59;0;0
385;05/01/2020 23:59;0;0
386;05/01/2020 23:59;2;0
387;05/01/2020 23:59;0;0
388;05/01/2020 23:59;0;0
389;05/01/2020 23:59;0;0
390;05/01/2020 23:59;0;0
391;05/01/2020 23:59;0;0
392;05/01/2020 23:59;32;2
393;05/01/2020 23:59;1;0
394;05/01/2020 23:59;0;0
395;05/01/2020 23:59;3;0
396;05/01/2020 23:59;1;0
397;05/01/2020 23:59;0;0
398;05/01/2020 23:59;0;0
399;05/01/2020 23:59;4;1
400;05/01/2020 23:59;0;0
401;05/01/2020 23:59;2;0
402;05/01/2020 23:59;0;0
403;05/01/2020 23:59;0;0
404;05/01/2020 23:59;2;0
405;05/01/2020 23:59;0;0
406;05/01/2020 23:59;0;0
407;05/01/2020 23:59;0;0
408;05/01/2020 23:59;0;0
409;05/01/2020 23:59;0;0
410;05/01/2020 23:59;32;2
411;05/01/2020 23:59;1;0
412;05/01/2020 23:59;0;0
413;05/01/2020 23:59;3;0
414;05/01/2020 23:59;1;0
415;05/01/2020 23:59;4;0
416;05/01/2020 23:59;0;0
417;05/01/2020 23:59;1;0
418;05/01/2020 23:59;0;0
419;05/01/2020 23:59;0;0
420;05/01/2020 23:59;0;0
421;05/01/2020 23:59;0;0
422;05/01/2020 23:59;0;0
423;05/01/2020 23:59;0;0
424;05/01/2020 23:59;1;0
425;05/01/2020 23:59;2;0
426;05/01/2020 23:59;0;0
427;05/01/2020 23:59;0;0
428;05/01/2020 23:59;0;0
429;05/01/2020 23:59;2;0
430;05/01/2020 23:58;0;0
431;05/01/2020 23:58;0;0
432;05/01/2020 23:58;0;0
433;21/02/2020 23:59;8;5
434;21/02/2020 23:59;1;0
435;21/02/2020 23:59;2;0
436;21/02/2020 23:59;5;0
437;21/02/2020 23:59;1;0
438;21/02/2020 23:59;0;0
439;21/02/2020 23:59;1;1
440;21/02/2020 23:59;13;0
441;21/02/2020 23:59;2;0
442;21/02/2020 23:59;0;0
443;21/02/2020 23:59;1;0
444;21/02/2020 23:59;0;0
445;21/02/2020 23:59;0;0
446;21/02/2020 23:59;0;0
447;21/02/2020 23:59;47;0
448;21/02/2020 23:59;6;1
449;21/02/2020 23:59;0;0
450;21/02/2020 23:59;0;0
451;21/02/2020 23:59;8;5
452;21/02/2020 23:59;1;0
453;21/02/2020 23:59;2;0
454;21/02/2020 23:59;5;0
455;21/02/2020 23:59;1;0
456;21/02/2020 23:59;0;0
457;21/02/2020 23:59;1;1
458;21/02/2020 23:59;13;0
459;21/02/2020 23:59;2;0
460;21/02/2020 23:59;0;0
461;21/02/2020 23:59;1;0
462;21/02/2020 23:59;0;0
463;21/02/2020 23:59;0;0
464;21/02/2020 23:59;0;0
465;21/02/2020 23:59;47;0
466;21/02/2020 23:59;6;1
467;21/02/2020 23:59;0;0
468;21/02/2020 23:59;0;0
469;21/02/2020 23:59;0;0
470;21/02/2020 23:59;0;0
471;21/02/2020 23:59;0;0
472;21/02/2020 23:59;0;0
473;21/02/2020 23:59;1;0
474;21/02/2020 23:59;0;0
475;21/02/2020 23:59;0;0
476;21/02/2020 23:59;1;0
477;21/02/2020 23:59;0;0
478;21/02/2020 23:59;0;0
479;21/02/2020 23:59;3;0
480;21/02/2020 23:59;0;0
481;21/02/2020 23:59;3;1
482;21/02/2020 23:59;2;0
483;21/02/2020 23:59;2;0
484;21/02/2020 23:59;2;0
485;21/02/2020 23:59;0;0
486;21/02/2020 23:59;0;0
487;19/01/2020 23:59;4;0
488;19/01/2020 23:59;3;0
489;19/01/2020 23:59;0;0
490;19/01/2020 23:59;1;0
491;19/01/2020 23:59;0;0
492;19/01/2020 23:59;0;0
493;19/01/2020 23:59;0;0
494;19/01/2020 23:59;2;0
495;19/01/2020 23:59;0;0
496;19/01/2020 23:59;20;1
497;19/01/2020 23:59;0;0
498;19/01/2020 23:59;2;0
499;19/01/2020 23:59;0;0
500;19/01/2020 23:59;0;0
501;19/01/2020 23:59;4;0
502;19/01/2020 23:59;0;0
503;19/01/2020 23:59;0;0
504;19/01/2020 23:59;4;0
505;19/01/2020 23:59;3;0
506;19/01/2020 23:59;0;0
507;19/01/2020 23:59;1;0
508;19/01/2020 23:59;0;0
509;19/01/2020 23:59;0;0
510;19/01/2020 23:59;0;0
511;19/01/2020 23:59;2;0
512;19/01/2020 23:59;0;0
513;19/01/2020 23:59;20;1
514;19/01/2020 23:59;0;0
515;19/01/2020 23:59;2;0
516;19/01/2020 23:59;0;0
517;19/01/2020 23:59;0;0
518;19/01/2020 23:59;4;0
519;19/01/2020 23:59;0;0
520;19/01/2020 23:59;0;0
521;19/01/2020 23:59;0;0
522;19/01/2020 23:59;0;0
523;19/01/2020 23:59;2;0
524;19/01/2020 23:59;6;0
525;19/01/2020 23:59;0;0
526;19/01/2020 23:59;0;0
527;19/01/2020 23:59;0;0
528;19/01/2020 23:59;0;0
529;19/01/2020 23:59;5;0
530;19/01/2020 23:59;1;1
531;19/01/2020 23:59;10;0
532;19/01/2020 23:59;1;0
533;19/01/2020 23:58;0;0
534;19/01/2020 23:58;1;0
535;19/01/2020 23:58;0;0
536;19/01/2020 23:58;5;2
537;19/01/2020 23:58;0;0
538;19/01/2020 23:58;0;0
539;19/01/2020 23:58;4;2
540;13/02/2020 23:59;2;0
541;13/02/2020 23:59;0;0
542;13/02/2020 23:59;43;0
543;13/02/2020 23:59;3;1
544;13/02/2020 23:59;0;0
545;13/02/2020 23:59;1;1
546;13/02/2020 23:59;0;0
547;13/02/2020 23:59;0;0
548;13/02/2020 23:59;3;0
549;13/02/2020 23:59;1;0
550;13/02/2020 23:59;0;0
551;13/02/2020 23:59;0;0
552;13/02/2020 23:59;0;0
553;13/02/2020 23:59;1;0
554;13/02/2020 23:59;0;0
555;13/02/2020 23:59;1;0
556;13/02/2020 23:59;0;0
557;13/02/2020 23:59;0;0
558;13/02/2020 23:59;0;0
559;13/02/2020 23:59;1;0
560;13/02/2020 23:59;2;0
561;13/02/2020 23:59;0;0
562;13/02/2020 23:59;43;0
563;13/02/2020 23:59;3;1
564;13/02/2020 23:59;0;0
565;13/02/2020 23:59;1;1
566;13/02/2020 23:59;0;0
567;13/02/2020 23:59;0;0
568;13/02/2020 23:59;3;0
569;13/02/2020 23:59;1;0
570;13/02/2020 23:59;0;0
571;13/02/2020 23:59;0;0
572;13/02/2020 23:59;0;0
573;13/02/2020 23:59;1;0
574;13/02/2020 23:59;0;0
575;13/02/2020 23:59;1;0
576;13/02/2020 23:59;0;0
577;13/02/2020 23:59;0;0
578;13/02/2020 23:59;0;0
579;13/02/2020 23:59;1;0
580;13/02/2020 23:59;0;0
581;13/02/2020 23:59;0;0
582;13/02/2020 23:59;1;0
583;13/02/2020 23:59;0;0
584;13/02/2020 23:59;2;0
585;13/02/2020 23:59;1;0
586;13/02/2020 23:59;2;1
587;13/02/2020 23:59;1;1
588;13/02/2020 23:59;0;0
589;13/02/2020 23:59;1;0
590;13/02/2020 23:59;0;0
591;13/02/2020 23:59;1;0
592;13/02/2020 23:59;1;0
593;13/02/2020 23:59;0;0
594;13/02/2020 23:59;758;100
595;10/02/2020 23:59;9;0
596;10/02/2020 23:59;10;0
597;10/02/2020 23:59;0;0
598;10/02/2020 23:59;1;0
599;10/02/2020 23:59;0;0
600;10/02/2020 23:59;1;0
601;10/02/2020 23:59;3;0
602;10/02/2020 23:59;0;0
603;10/02/2020 23:59;0;0
604;10/02/2020 23:59;3;0
605;10/02/2020 23:59;0;0
606;10/02/2020 23:59;2;0
607;10/02/2020 23:59;1;0
608;10/02/2020 23:59;1;3
609;10/02/2020 23:59;23;0
610;10/02/2020 23:59;0;0
611;10/02/2020 23:59;3;0
612;10/02/2020 23:59;1;2
613;10/02/2020 23:59;9;0
614;10/02/2020 23:59;10;0
615;10/02/2020 23:59;0;0
616;10/02/2020 23:59;1;0
617;10/02/2020 23:59;0;0
618;10/02/2020 23:59;1;0
619;10/02/2020 23:59;3;0
620;10/02/2020 23:59;0;0
621;10/02/2020 23:59;0;0
622;10/02/2020 23:59;3;0
623;10/02/2020 23:59;0;0
624;10/02/2020 23:59;2;0
625;10/02/2020 23:59;1;0
626;10/02/2020 23:59;1;3
627;10/02/2020 23:59;23;0
628;10/02/2020 23:59;0;0
629;10/02/2020 23:59;3;0
630;10/02/2020 23:59;1;2
631;10/02/2020 23:59;0;1
632;10/02/2020 23:59;0;0
633;10/02/2020 23:59;1;0
634;10/02/2020 23:59;0;0
635;10/02/2020 23:59;0;0
636;10/02/2020 23:59;6;0
637;10/02/2020 23:59;1;0
638;10/02/2020 23:59;2;0
639;10/02/2020 23:59;1;0
640;10/02/2020 23:59;0;0
641;10/02/2020 23:59;1;0
642;10/02/2020 23:59;0;0
643;10/02/2020 23:59;32;4
644;10/02/2020 23:59;1;0
645;10/02/2020 23:59;0;0
646;10/02/2020 23:59;0;0
647;10/02/2020 23:59;0;0
648;10/02/2020 23:59;10;0
649;10/02/2020 23:59;0;0
650;10/02/2020 23:59;1;0
651;24/02/2020 23:59;0;0
652;24/02/2020 23:59;1;0
653;24/02/2020 23:59;8;0
654;24/02/2020 23:59;0;0
655;24/02/2020 23:59;6;0
656;24/02/2020 23:59;0;0
657;24/02/2020 23:59;1;0
658;24/02/2020 23:59;0;0
659;24/02/2020 23:59;19;3
660;24/02/2020 23:59;2;1
661;24/02/2020 23:59;0;0
662;24/02/2020 23:59;1;0
663;24/02/2020 23:59;1;0
664;24/02/2020 23:59;1;0
665;24/02/2020 23:59;0;0
666;24/02/2020 23:59;0;0
667;24/02/2020 23:59;0;0
668;24/02/2020 23:59;0;0
669;24/02/2020 23:59;0;0
670;24/02/2020 23:59;1;0
671;24/02/2020 23:59;8;0
672;24/02/2020 23:59;0;0
673;24/02/2020 23:59;6;0
674;24/02/2020 23:59;0;0
675;24/02/2020 23:59;1;0
676;24/02/2020 23:59;0;0
677;24/02/2020 23:59;19;3
678;24/02/2020 23:59;2;1
679;24/02/2020 23:59;0;0
680;24/02/2020 23:59;1;0
681;24/02/2020 23:59;1;0
682;24/02/2020 23:59;1;0
683;24/02/2020 23:59;0;0
684;24/02/2020 23:59;0;0
685;24/02/2020 23:59;0;0
686;24/02/2020 23:59;0;0
687;24/02/2020 23:59;2;1
688;24/02/2020 23:59;18;0
689;24/02/2020 23:59;1;0
690;24/02/2020 23:59;0;0
691;24/02/2020 23:59;3;0
692;24/02/2020 23:59;0;0
693;24/02/2020 23:59;0;0
694;24/02/2020 23:59;0;0
695;24/02/2020 23:59;0;0
696;24/02/2020 23:59;1;0
697;24/02/2020 23:59;0;0
698;24/02/2020 23:59;1;0
699;24/02/2020 23:59;0;0
700;24/02/2020 23:59;0;0
701;24/02/2020 23:59;4;0
702;24/02/2020 23:59;0;0
703;24/02/2020 23:59;1;0
704;24/02/2020 23:59;2;0
705;27/01/2020 23:59;0;0
706;27/01/2020 23:59;2;0
707;27/01/2020 23:59;0;0
708;27/01/2020 23:59;0;0
709;27/01/2020 23:59;1;0
710;27/01/2020 23:59;0;0
711;27/01/2020 23:59;3;0
712;27/01/2020 23:59;2;0
713;27/01/2020 23:59;2;0
714;27/01/2020 23:59;0;0
715;27/01/2020 23:59;0;0
716;27/01/2020 23:59;0;0
717;27/01/2020 23:59;1;0
718;27/01/2020 23:59;3;0
719;27/01/2020 23:59;1;0
720;27/01/2020 23:59;0;0
721;27/01/2020 23:59;2;0
722;27/01/2020 23:59;0;0
723;27/01/2020 23:59;0;0
724;27/01/2020 23:59;1;0
725;27/01/2020 23:59;0;0
726;27/01/2020 23:59;3;0
727;27/01/2020 23:59;2;0
728;27/01/2020 23:59;2;0
729;27/01/2020 23:59;0;0
730;27/01/2020 23:59;0;0
731;27/01/2020 23:59;0;0
732;27/01/2020 23:59;1;0
733;27/01/2020 23:59;3;0
734;27/01/2020 23:59;1;0
735;27/01/2020 23:59;15;2
736;27/01/2020 23:59;10;0
737;27/01/2020 23:59;0;0
738;27/01/2020 23:59;0;0
739;27/01/2020 23:59;0;0
740;27/01/2020 23:59;0;0
741;27/01/2020 23:59;0;0
742;27/01/2020 23:59;0;0
743;27/01/2020 23:59;4;0
744;27/01/2020 23:59;1;0
745;27/01/2020 23:59;1;0
746;27/01/2020 23:59;3;0
747;27/01/2020 23:58;1;0
748;27/01/2020 23:58;0;0
749;27/01/2020 23:58;0;0
750;27/01/2020 23:58;1;0
751;27/01/2020 23:58;0;0
752;27/01/2020 23:58;0;0
753;27/01/2020 23:58;0;0
754;27/01/2020 23:58;13;0
755;27/01/2020 23:58;0;0
756;27/01/2020 23:58;0;0
757;27/01/2020 23:58;1;0
758;27/01/2020 23:58;0;0
759;27/01/2020 23:58;0;0
760;27/01/2020 23:58;0;0
761;27/01/2020 23:58;0;0
762;27/01/2020 23:58;7;0
763;27/01/2020 23:58;0;0
764;27/01/2020 23:58;0;0
765;27/01/2020 23:58;0;0
766;27/01/2020 23:58;6;0
767;27/01/2020 23:58;5;0
768;27/01/2020 23:58;1;0
769;27/01/2020 23:58;13;0
770;27/01/2020 23:57;0;0
771;02/02/2020 23:59;2;0
772;02/02/2020 23:59;0;0
773;02/02/2020 23:59;0;0
774;02/02/2020 23:59;0;0
775;02/02/2020 23:59;0;0
776;02/02/2020 23:59;0;0
777;02/02/2020 23:59;0;0
778;02/02/2020 23:59;0;0
779;02/02/2020 23:59;2;0
780;02/02/2020 23:59;36;0
781;02/02/2020 23:59;1;0
782;02/02/2020 23:59;0;0
783;02/02/2020 23:59;105;5
784;02/02/2020 23:59;0;0
785;02/02/2020 23:59;0;0
786;02/02/2020 23:59;2;0
787;02/02/2020 23:59;0;0
788;02/02/2020 23:59;0;0
789;02/02/2020 23:59;2;0
790;02/02/2020 23:59;2;0
791;02/02/2020 23:59;0;0
792;02/02/2020 23:59;0;0
793;02/02/2020 23:59;0;0
794;02/02/2020 23:59;0;0
795;02/02/2020 23:59;0;0
796;02/02/2020 23:59;0;0
797;02/02/2020 23:59;0;0
798;02/02/2020 23:59;2;0
799;02/02/2020 23:59;36;0
800;02/02/2020 23:59;1;0
801;02/02/2020 23:59;0;0
802;02/02/2020 23:59;105;5
803;02/02/2020 23:59;0;0
804;02/02/2020 23:59;0;0
805;02/02/2020 23:59;2;0
806;02/02/2020 23:59;0;0
807;02/02/2020 23:59;0;0
808;02/02/2020 23:59;2;0
809;02/02/2020 23:59;6;4
810;02/02/2020 23:59;0;0
811;02/02/2020 23:59;0;0
812;02/02/2020 23:59;6;0
813;02/02/2020 23:58;0;0
814;02/02/2020 23:58;1;0
815;02/02/2020 23:58;1;0
816;02/02/2020 23:58;0;0
817;02/02/2020 23:58;0;1
818;02/02/2020 23:58;0;0
819;02/02/2020 23:58;0;0
820;02/02/2020 23:58;0;0
821;02/02/2020 23:58;4;1
